Estado,State,Medio,Media Outlet,Ciudad,City,Dirección,Zip Code,Latitud,Longitud,Formato,Format,Idioma,Language,Contenido,Content,Web,Año de fundación ,Dueño/Tipo de propiedad,Owner/Type of Ownership,Audiencia/circulación,Audience/circulation,Fuentes de ingresos,Sources of Revenue,Número de empleados/Number of employees,Frecuencia,Frequency,Facebook,Twitter,Instagram,YouTube,Otra red social
California,California,KEVC UniMás 5,KEVC UniMás 5,Palm Desert,Palm Desert,41601 Corporate Way,92260,33.746285,-116.36264,TV ,TV ,Español,Spanish,,,,,Entravision Communications,Entravision Communications,,,,,,,,,,,,
California,California,KBNT Univisión 51 ,KBNT Univisión 51 ,San Diego,San Diego,5770 Ruffin Road,92130,32.839026,-117.127399,TV,TV,Español,Spanish,,,https://noticiasya.com/san-diego/,,Entravision Communications,Entravision Communications,,,,,,,,https://www.facebook.com/Univisionsandiego/?fref=ts,https://twitter.com/NoticiasYaSD,https://www.instagram.com/noticiasyasd/,,
California,California,KDTF UniMás 46,KDTF UniMás 46,,,5770 Ruffin Road,92130,32.839026,-117.127399,TV ,TV ,Español,Spanish,,,,,Entravision Communications,Entravision Communications,,,,,,,,,,,,
California,California,XHAS Azteca America 33,XHAS Azteca America 33,San Diego,San Diego,5770 Ruffin Road,92130,32.839026,-117.127399,TV,TV,Español,Spanish,,,https://noticiasya.com/san-diego/,,Entravision Communications,Entravision Communications,,,,,,,,https://www.facebook.com/Univisionsandiego/?fref=ts,https://twitter.com/NoticiasYaSD,,,
California,California,K5OLZ Univisión 28,K5OLZ Univisión 28,Santa María,Santa Maria,1467 W. Fairway Dr,93455,34.914284,-120.463668,TV,TV,Español,Spanish,,,,,Entravision Communications,Entravision Communications,,,,,,,,https://www.facebook.com/NoticiasCostaCentral/,@NotiYaCostaCen,notiyacostacen,,
California,California,K10OG UniMás 10 ,K10OG UniMás 10 ,Santa María,Santa Maria,1467 W. Fairway Dr,93455,34.914284,-120.463668,TV,TV,Español,Spanish,,,,,Entravision Communications,Entravision Communications,,,,,,,,,,,,
California,California,KTFK UniMás 64,KTFK UniMás 64,Sacramento,Sacramento,1710 Arden Way,95815,38.598864,-121.426433,TV,TV,Español,Spanish,,,https://www.univision.com/sacramento/kuvs,,Univision Communications,Univision Communications,,,,,,,,,,,,
California,California,KFTR UniMás 46,KFTR UniMás 46,Los Ángeles,Los Angeles,5999 Center Dr,90045,33.976633,-118.388103,TV,TV,Español,Spanish,,,,,Univision Communications,Univision Communications,,,,,,,,,,,,
California,California,KBTF UniMás 31,KBTF UniMás 31,Bakersfield,Bakersfield,5801 Truxtun Ave.,93309,35.363825,-119.068337,TV,TV,Español,Spanish,,,,,Univision Communications,Univision Communications,,,,,,,,,,,,
California,California,El Popular,El Popular,Bakersfield,Bakersfield,404 Truxtun Ave.,93301,35.373684,-119.00582,Periódico,Newspaper,Español,Spanish,,,http://www.elpopularnews.com/,,"Raul Camacho, Sr. ","Raul Camacho, Sr. ",,,,,,,,https://www.facebook.com/elpopularnews/,https://twitter.com/ElPopularNews,https://www.instagram.com/elpopularnews/?hl=en,,
California,California,La Prensa Hispana,La Prensa Hispana,Indio,Indio,45102 Smurr St.,92201,33.720827,-116.21736,Web,Web,Español,Spanish,,,http://laprensahispananewspaper.com/,,Ana Vasquez & Al Vasquez,Ana Vasquez & Al Vasquez,,,,,,,,,,,,
California,California,Excélsior,Excélsior,Monrovia,Monrovia,"605 E. Huntington Dr., Suite 100",91016,34.141286,-117.99172,Periódico,Newspaper,Español,Spanish,"Noticias, Arte y Cultura, Entretenimiento, Deportes, Comentario","News, Arts and Culture, Entertainment, Sports, Commentary",https://www.excelsiorcalifornia.com/,1992,Southern California Media Group/ Afiliada o subsidiaria local de una corporación nacional,Southern California Media Group/ Local affiliate or subsidiary of a national corporation,"Impreso: 50,000+. Web: 150,000","Print: 50,000+. Web: 150,000",Publicidad,Advertising,11-20,Semanal,Weekly,https://www.facebook.com/ExcelsiorCalifornia,https://twitter.com/ExcelsiorSC,,,
California,California,La Prensa,La Prensa,Riverside,Riverside,"1825 Chicago Ave., Suite 100",92507,33.994601,-117.34906,Periódico,Newspaper,Español,Spanish,,,https://www.excelsiorcalifornia.com/,,Southern California Media Group,Southern California Media Group,,,,,,,,https://www.facebook.com/ExcelsiorCalifornia,https://twitter.com/ExcelsiorSC,,,
California,California,LatinxAmerica's Podcast,LatinxAmerica's Podcast,Palo Alto,Palo Alto,,,37.436958,-122.14719,Podcast,Podcast,Español/Inglés,Spanish/English,,,http://latinxamerica.libsyn.com/,2018,,,,,,,1-5,,,https://www.facebook.com/pages/category/Podcast/LatinxAmerica-Podcast-186523542042100/,https://twitter.com/@AmericaLatinx,,,
California,California,Afrosaya,Afrosaya,,,,,37.095818,-120.87589,Podcast,Podcast,Español,Spanish,,,https://afrosaya.podbean.com/,,,,,,,,,,,https://www.facebook.com/afrosaya,https://twitter.com/afrosaya,https://www.instagram.com/afrosaya/,,
California,California,Primer Toque,Primer Toque,Thousand Palms,Thousand Palms,31189 Robert Rd,92276,33.82361,-116.397696,Podcast,Podcast,Inglés,English,Deportes,Sports,https://anchor.fm/primertoque,2018,Medio local independiente,Local independent media,Descargas: 400. Boletín: 100. Web: 50,Downloads: 400. Newsletter: 100. Web: 50, Donaciones/Subvenciones , Donations/Grants ,1-5,Bisemanal,Bi-weekly,https://www.facebook.com/pg/PrimerToquePodcast/posts/,https://twitter.com/primertoque_,https://www.instagram.com/primertoque_podcast/?hl=en,,
California,California,Latino California,Latino California,Downey,Downey,"9901 Paramount Blvd., Suite 200",90240,33.955717,-118.1287,Periódico,Newspaper,Español,Spanish,,,http://latinocalifornia.com/home/,2010,Medio local independiente,Local independent media,Web: 300,Web: 300,,,1-5,No definida,Undefined,https://www.facebook.com/latinocal/,https://twitter.com/latinocal,https://www.youtube.com/user/LATINOCALTV,,
California,California,The San Fernando Valley Sun/El Sol Newspapers,The San Fernando Valley Sun/El Sol Newspapers,San Fernando,San Fernando,601 S. Brand Blvd. Suite 202,91340,34.278963,-118.44417,Periódico,Newspaper,Español,Spanish,"Noticias, Arte y Cultura, Entretenimiento, Comentario","News, Arts and Culture, Entertainment, Commentary",http://www.sanfernandosun.com/el_sol/,1904,Medio local independiente,Local independent media,"Impreso: 10,000 - 19,999","Print: 10,000 - 19,999","Publicidad, Suscripciones/Ventas de producto impreso, Financiamiento privado","Advertising, Subscriptions/Sales of print product, Private funding",6-10,Semanal,Weekly,https://www.facebook.com/SFVSunElSol/,https://twitter.com/SFVSun/,https://www.instagram.com/sanfernandosun_elsol/,,
California,California,La Prensa de Los Ángeles,La Prensa de Los Ángeles,Los Ángeles,Los Angeles,,,34.072403,-118.52015,Web,Web-only,Español,Spanish,,,http://laprensadelosangeles.com/,,,,,,,,,,,,,,,
California,California,KCNS Estrella TV 38.4,KCNS Estrella TV 38.4,Bakersfield,Bakersfield,5801 Truxtun Ave.,93309,35.363842,-119.06836,TV,TV,Español,Spanish,,,,,Liberman,Liberman,,,,,,,,,,,,
California,California,KGMC Estrella TV 43.1,KGMC Estrella TV 43.1,Fresno,Fresno,706 W. Herndon Ave.,93650,36.838347,-119.80658,TV,TV,Español,Spanish,,,http://www.cocolatv.com/,,Cocola Broadcasting ,Cocola Broadcasting ,,,,,,,,,,,,
California,California,Día a Día,Día a Día,Los Ángeles,Los Angeles,3325 Wilshire Blvd. 768 ,90010,34.062799,-118.29515,Periódico,Newspaper,Español/Inglés,Spanish/English,,,http://diaadianews.com/,,Grupo Karema,Grupo Karema,,,,,,,,https://www.facebook.com/diaadianews1/,https://twitter.com/DiaADiaNews1,https://www.instagram.com/diaadianews1/,,
California,California,La Prensa Colombiana,La Prensa Colombiana,Riverside,Riverside,3641 Meadowview Dr,92503,33.885966,-117.50113,Periódico,Newspaper,Español,Spanish,,,http://laprensacolombiana.com/?fbclid=IwAR2oMNVx5iX56WYpPq4HViTLlk9zgWwePcVTeF0PoLZA4TG13lq4oVJd_9A,,La Prensa Colombiana Corp. ,La Prensa Colombiana Corp. ,,,,,,,,https://www.facebook.com/laprensacolombiana/,,https://www.instagram.com/laprensacolombiana/,,
California,California,Miniondas,Miniondas,Santa Ana,Santa Ana,"2321 East Fouth St., Suite C671",92705,33.748853,-117.83313,Revista,Magazine,Español,Spanish,,,http://miniondas.com/,,Cervantes Publishing Company,Cervantes Publishing Company,,,,,,,,https://www.facebook.com/miniondas,https://twitter.com/Miniondas,https://www.instagram.com/miniondas/,,
California,California,Impulso ,Impulso ,Los Ángeles,Los Angeles,6645 Southside Dr.,90022,34.010078,-118.12947,Periódico,Newspaper,Español,Spanish,"Noticias, Arte y Cultura, Entretenimiento, Deportes, Comentario","News, Arts and Culture, Entertainment, Sports, Commentary",http://www.impulsonews.info/,2004,Medio local independiente,Local independent media,,,Publicidad,Advertising,6-10,Bisemanal,Bi-weekly,https://www.facebook.com/Impulso-de-Oaxaca-147828161909342/,https://twitter.com/impulsooaxaca?lang=en,,,
California,California,Latino LA,Latino LA,Los Ángeles,Los Angeles,4260 Via Arbolada 307,90042,34.097661,-118.18751,Web,Web-only,Español,Spanish,,,http://www.latinola.com/,,"Latinocities, Inc.","Latinocities, Inc.",,,,,,,,https://www.facebook.com/latinoladotcom/,https://twitter.com/LatinoLA,,,
California,California,L.A. Taco,L.A. Taco,Los Ángeles,Los Angeles,,,34.072403,-118.52015,Web,Web-only,Inglés,English,,,https://www.lataco.com/,,,,,,,,,,,https://www.facebook.com/losangelestaco/,https://twitter.com/LATACO?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.instagram.com/lataco/,,
California,California,Voices of Monterey Bay,Voices of Monterey Bay,Salinas,Salinas,PO Box 547,93902,36.780266,-121.66001,Web,Web-only,Español/Inglés,Spanish/English,Noticias,News,https://voicesofmontereybay.org/,2017,Sin ánimo de lucro,Non-profit,"Web: 2,500. Podcast: 2,300","Web: 2,500. Podcast: 2,300","Donadores individuales, fundaciones","Individual donors, foundations",1-5,Semanal,Weekly,https://www.facebook.com/VoicesOfMontereyBay/,https://twitter.com/voicesofbay,https://www.instagram.com/voicesofmontereybay/,,
California,California,Pocho,Pocho,,,,,36.618715,-121.48458,Web,Web-only,Inglés,English,,,http://pocho.com/,,,,,,,,,,,https://www.facebook.com/pochodotcom/,https://twitter.com/pochodotcom,https://www.instagram.com/pochodotcom/,https://www.youtube.com/channel/UCe3q1EqX3o3DQGvGhXu_G2w?sub_confirmation=1,
California,California,ESPN Deportes 1600 AM,ESPN Deportes 1600 AM,Fresno,Fresno,1110 E Olive Ave.,93728,36.757538,-119.7972,Radio,Radio,Español,Spanish,,,https://www.espn1600am.com/,,,,,,,,,,,https://www.facebook.com/1600espndeportes/,https://twitter.com/1600ESPN,https://www.instagram.com/espn1600/,,
California,California,El Tianguis,El Tianguis,Salinas,Salinas,"229 Pajaro St., Suite 302",93901,36.675287,-121.65248,Revista,Magazine,Español,Spanish,Entretenimiento,Entertainment,http://etianguis.com/index.html,2002,Medio local independiente (José Gómez),Local independent media (José Gómez),"Impreso: 10,000 - 19,999. Web: 70","Print: 10,000 - 19,999. Web: 70",Publicidad,Advertising,1-5,Bisemanal,Bi-weekly,,,,,
California,California,La Prensa Popular,La Prensa Popular,Palmdale,Palmdale,"943 E Palmdale Blvd., Suite A",93550,34.580058,-118.11268,Periódico,Newspaper,Español,Spanish,,,http://www.laprensapopular.com/,,,,,,,,,,,,,,,
California,California,Crónicas Newspaper,Crónicas Newspaper,Rutherford,Rutherford,PO Box 455,94573,38.464827,-122.42257,Web,Web,Español,Spanish,,,https://cronicasnews.com/,2006,Grupo Pro Y,Grupo Pro Y,,,,,1-5,Diario,Daily,https://www.facebook.com/cronicasnewspaper/,https://twitter.com/cronicasnews,,,
California,California,Los Angeles Times en español,Los Angeles Times en español,Los Ángeles,Los Angeles,203 West First St. 2nd Floor,90012,34.052297,-118.24561,Periódico,Newspaper,Español,Spanish,,,https://www.latimes.com/espanol/,,Afiliada o subsidiaria local de una corporación nacional,Local affiliate or subsidiary of a national corporation,"Impreso: 814,000","Print: 814,000",,,,Semanal,Weekly,https://www.facebook.com/latimesenespanol/,https://twitter.com/latimesespanol,https://www.instagram.com/latimesespanol/,,
California,California,The San Diego Union-Tribune en Español,The San Diego Union-Tribune en Español,San Diego,San Diego,600 B St. 1200,92101,32.7184,-117.15865,Web,Web-only,Español,Spanish,"Noticias, Arte y Cultura, Entretenimiento, Deportes, Comentario","News, Arts and Culture, Entertainment, Sports, Commentary",https://www.sandiegouniontribune.com/en-espanol/,1999,Afiliada o subsidiaria local de una corporación nacional,Local affiliate or subsidiary of a national corporation,,,Publicidad,Advertising,1-5,Diario,Daily,https://www.facebook.com/uniontribunees/,https://twitter.com/uniontribunees,https://www.instagram.com/uniontribunees/,,
California,California,Dímelo,Dímelo,Los Ángeles,Los Angeles,3630 Watt Way,90089,34.021176,-118.28705,Web,Web-only,Inglés,English,,,,2017,,,,,,,,,,https://www.facebook.com/justdimelo/,,https://www.instagram.com/justdimelo/,,
California,California,HipLatina,HipLatina,Los Ángeles,Los Angeles,,,36.353679,-121.33895,Web,Web-only,Inglés,English,,,https://hiplatina.com/,,,,,,,,,,,https://www.facebook.com/hiplatinas/,https://twitter.com/Hip_Latina,https://www.instagram.com/hip_latina/,,
California,California,El Aviso,El Aviso,Bell,Bell,4850 Gage Ave,90201,33.976990,-118.178983,Revista,Magazine,Español,Spanish,,,https://www.elaviso.com/,,,,,,,,,,,https://www.facebook.com/ElAvisoMagazine/,https://twitter.com/elavisomagazine,,,
California,California,Alianza Metropolitan News,Alianza Metropolitan News,San José,San Jose,"300 S. First Street, Suite 207 ",95113,37.331388,-121.887019,Periódico,Newspaper,Español/Inglés,Spanish/English,,,http://noticias.alianzanews.com/,1986,,,,,,,,,,,,,,
California,California,El Latino Central Coast,El Latino Cental Coast,Santa Barbara,Santa Barbara,"27 W. Anapamu, Suite 396",93101,36.218564,-120.253901,Periódico,Newspaper,Español/Inglés,Spanish/English,"Noticias, Arte y Cultura, Entretenimiento, Deportes, Comentario, Narrativa no ficción","News, Arts and Culture, Entertainment, Sports, Commentary, Narrative NonFiction",http://latinocc.com/,2004,Medio local independiente (José Gómez),Local independent media (José Gómez),"Impreso: 20,000 - 49,999. Web: 785","Print: 20,000 - 49,999. Web: 785",Publicidad,Advertising,1-5,Bisemanal,Bi-weekly,,,,,
California,California,Radio Indígena,Radio Indígena,Oxnard,Oxnard,520 W. 5th St. (Suite F),93030,34.197504,-119.182959,Radio,Radio,Español/Inglés,Spanish/English,,,http://mixteco.org/radio/,2014,,,,,,,,,,https://www.facebook.com/MICOP805/,https://twitter.com/micop805,https://www.instagram.com/explore/locations/685491104873450/radio-indigena-en-oxnard?hl=ur,https://www.youtube.com/watch?v=iPJiErTzRCA,
California,California,Bold Latina,Bold Latina,San Francisco,San Francisco,"71 Stevenson Street, floor 4",94105,37.789315,-122.399572,Web,Web-only,Inglés,English,"Noticias, Arte y Cultura, Entretenimiento, Comentario","News, Arts and Culture, Entertainment, Commentary",https://boldlatina.com/,2010,Medio local independiente (José Gómez),Local independent media (Michelle Olvera),,,"Publicidad, Financiamiento privado, Membresías","Advertising, Private funding, Memberships",1-5,Indefinida,No set frequency,https://www.facebook.com/BoldLatina/,https://twitter.com/weareboldlatina,instagram.com/weareboldlatinas,,
California,California,Mitú,Mitú,Los Ángeles,Los Angeles,,,34.057078,-118.290639,Web,Web-only,Inglés,English,,,https://wearemitu.com/,,,,,,,,,,,https://www.facebook.com/wearemitu/,https://twitter.com/wearemitu?fbclid=IwAR1q8l5jupVIpvsx_BD-uzMPZ1GjG0wFrOwUpDKrmS8ygSOV2GDvSYTEQfM,https://www.instagram.com/wearemitu/,https://www.youtube.com/wearemitu,
California,California,La Opinión de la Bahía,La Opinión de la Bahía,Los Ángeles,Los Angeles,"915 Wilshire Blvd., Suite 915",90017,34.050224,-118.25948,Periódico,Newspaper,Español,Spanish,Noticias ,News,,1987,Impremedia,Impremedia,"Impreso: 50,000+","Print: 50,000+",Publicidad ,Advertising,1-5,Weekly,Semanal,,,,,
Carolina del Norte,North Carolina,La Noticia Charlotte,La Noticia Charlotte,Charlotte,Charlotte,5936 Monroe Road,28212,35.185989,-80.764309,Periódico,Newspaper,Español,Spanish,"Noticias, Arte y Cultura, Entretenimiento, Comentario, Inmigración, Salud, Comunidad","News, Arts and Culture, Entertainment, Commentary, Immigration, Health, Community ",http://lanoticia.com/,1997,"La Noticia, Inc.","La Noticia, Inc.","Impreso: 10,000 - 19,999",,"Publicidad, Donaciones/Subvenciones, Patrocinadores Corporativos","Advertising, Donations/Grants, Corporate Sponsors",6-10,Weekly ,Semanal,https://www.facebook.com/laNoticia/,,https://www.instagram.com/lanoticia/,,
Carolina del Norte,North Carolina,La Noticia Raleigh,La Noticia Raleigh,Charlotte,Charlotte,5936 Monroe Road,28212,35.185989,-80.764309,Periódico,Newspaper,Español,Spanish,"Noticias, Arte y Cultura, Entretenimiento, Comentario, Inmigración, Salud, Comunidad","News, Arts and Culture, Entertainment, Commentary, Immigration, Health, Community ",http://lanoticia.com/,1997,"La Noticia, Inc.","La Noticia, Inc.","Impreso: 10,000 - 19,999",,"Publicidad, Donaciones/Subvenciones, Patrocinadores Corporativos","Advertising, Donations/Grants, Corporate Sponsors",6-10,Weekly ,Weekly ,https://www.facebook.com/laNoticia/,,https://www.instagram.com/lanoticia/,,
Carolina del Norte,North Carolina,"La Noticia Greensboro, Winston-Salem, High Point area","La Noticia Greensboro, Winston-Salem, High Point area",Charlotte,Charlotte,5936 Monroe Road,28212,35.185989,-80.764309,Periódico,Newspaper,Español,Spanish,"Noticias, Arte y Cultura, Entretenimiento, Comentario, Inmigración, Salud, Comunidad","News, Arts and Culture, Entertainment, Commentary, Immigration, Health, Community ",http://lanoticia.com/,1997,"La Noticia, Inc.","La Noticia, Inc.","Impreso: 10,000 - 19,999",,"Publicidad, Donaciones/Subvenciones, Patrocinadores Corporativos","Advertising, Donations/Grants, Corporate Sponsors",6-10,Weekly ,Weekly ,https://www.facebook.com/laNoticia/,,https://www.instagram.com/lanoticia/,,
Carolina del Norte,North Carolina,La Noticia Asheville,La Noticia Asheville,Charlotte,Charlotte,5936 Monroe Road,28212,35.185989,-80.764309,Periódico,Newspaper,Español,Spanish,"Noticias, Arte y Cultura, Entretenimiento, Comentario, Inmigración, Salud, Comunidad","News, Arts and Culture, Entertainment, Commentary, Immigration, Health, Community ",http://lanoticia.com/,1997,"La Noticia, Inc.","La Noticia, Inc.","Impreso: 5,000 - 9,999",,"Publicidad, Donaciones/Subvenciones, Patrocinadores Corporativos","Advertising, Donations/Grants, Corporate Sponsors",6-10,Weekly ,Weekly ,https://www.facebook.com/laNoticia/,,https://www.instagram.com/lanoticia/,,
